M/C Brand,Production Date,M/C Dia & Gauge,Booking Type,Lot,Color,Color Range,stitch,Dia,GSM,SHIFT-A,SHIFT-B,SHIFT-C,Without Shift(Outbound),Shift Total,Machine Total,Reject Qty,Yarn_Count,Yarn_count_length,m/c_dia,m/c_gauge,fabric_dia_1,fabric_dia_2,contraction_1,contraction_2,contraction,number_of_feeders,yarn_count_1,yarn_count_tex_1,yarn_count_tex_2,yarn_count_tex_3,stitch_1,stitch_2,stitch_3,tightness_factor,composition,construction,body_part
Pailung,01-06-2022  ,34 X 24,Main,PU-A25271AS2,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,26,28,30,0,84,84,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,01-06-2022  ,34 X 24,Other,"DE-FD2F0011G,DE-FD2F19S2G",DKT-N00A WHITE[14357-10]  ,White Color  ,13.25/11.25  ,60,120,19,22,20,0,61,61,0,"75D/72F,50D/36F",2,34,24,60,60,1.764705882,1.764705882,1.764705882,68,75D/72F,8.333333333,5.555555556,,13.25,11.25,,0.217868026,Polyester,Pique,Body
Fukuhara,01-06-2022  ,30 X 24,Main,"MS-2227040301,MS-2227040401,MS-2227040701,MS-2227040801,MS-2227041001,NB-JAN-22-Z2620",IVORY 44600 FERN GREEN 33203 ORANGE FIZZ 21228 DUSTED PINK 21690 NAVY 48633 STRIPE Y/D  ,Wash  ,3.10/1.05  ,60,160,19,16,6.3,0,41.3,41.3,0,"34/1,20/D",2,30,24,60,60,2,2,2,96,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton,LS/J,Top
Fukuhara,01-06-2022  ,30 X 24,Sample Without Order,"SDS-48616,SDS-48617,SDS-48618",18/Y/D STRIPE  ,Wash  ,2.80  ,60,160,0,11,7.6,0,18.6,39.6,0,28/1,1,30,24,60,60,2,2,2,96,28/1,21.09285714,,,2.8,,,1.640248595,Cotton,S/J,Body
Fukuhara,01-06-2022  ,30 X 24,Main,"MGF-22-10597,MGF-22-10598,MGF-22-13062",COAL Y/D  ,Wash  ,2.70/2.70  ,78,210,21,0,0,0,21,,0,24/1,1,30,24,78,78,2.6,2.6,2.6,90,24/1,24.60833333,,,2.7,2.7,,1.837288414,Cotton,Pique,Top
Fukuhara,01-06-2022  ,38 X 24,Main,PU-DL341,PUMA BLACK-01  ,Black Color  ,2.76  ,74,140,0,0,68,0,68,269.6,0,34/1,1,38,24,74,74,1.947368421,1.947368421,1.947368421,114,34/1,17.37058824,,,2.76,,,1.510073828,Cotton_Polyester,S/J,Top
Fukuhara,01-06-2022  ,38 X 24,Main,PU-DL340,PUMA BLACK-01  ,Black Color  ,2.76  ,74,140,112,89.6,0,0,201.6,,0,34/1,1,38,24,74,74,1.947368421,1.947368421,1.947368421,114,34/1,17.37058824,,,2.76,,,1.510073828,Cotton_Polyester,S/J,Top
Fukuhara,01-06-2022  ,38 X 24,Main,"MS-S4234-241C,NB-S2803",SOFT WHITE-81000  ,White Color  ,3.15/1.15  ,76,160,152,171,179,0,502,502,0,"34/1,20/D",2,38,24,76,76,2,2,2,120,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Top
Fukuhara,01-06-2022  ,36 X 24,Main,"AU-I11H134594,NB-S2803","LIGHT, MEDIUM, DARK  ",Average Color  ,3.15/1.15  ,72,160,164.1,162,130.2,0,456.3,456.3,0,"34/1,20/D",2,36,24,72,72,2,2,2,114,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Body
Fukuhara,01-06-2022  ,36 X 24,Other,"AU-L1811134041,NB-S2803",AVERAGE  ,Average Color  ,3.15/1.15  ,72,160,0,0,160.5,0,160.5,443.51,0,"34/1,20/D",2,36,24,72,72,2,2,2,114,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Bottom
Fukuhara,01-06-2022  ,36 X 24,Main,"AU-I11H134594,NB-S2803","LIGHT, MEDIUM, DARK  ",Average Color  ,3.15/1.15  ,72,160,116,167,0.01,0,283.01,,0,"34/1,20/D",2,36,24,72,72,2,2,2,114,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Body
Pailung,01-06-2022  ,34 X 24,Main,GU-NA10730,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,27,28,29,0,84,84,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Jiunn Long,01-06-2022  ,36 X 24,Other,MS-894W,WHITE  ,White Color  ,2.85  ,74,140,0,73,126.8,0,199.8,373.3,0,30/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,72,30/1,19.68666667,,,2.85,,,1.556830151,Cotton,S/J,Body
Jiunn Long,01-06-2022  ,36 X 24,Main,MS-13203,HOT BRONZE MSCI 47692 A  ,Light Color  ,2.85  ,76,155,140,33.5,0,0,173.5,,0,28/1,1,36,24,76,76,2.111111111,2.111111111,2.111111111,72,28/1,21.09285714,,,2.85,,,1.611472303,Cotton,S/J,Top
Jiunn Long,01-06-2022  ,34 X 28,Main,"NB-Z4203,PU-E851/MP00","CASTLEROCK-01, PEACOAT-01, PUMA BLACK-01  ",Average Color  ,2.80/1.15  ,56,220,0.01,56,96.5,0,152.51,181.51,0,"40/D,100D/144F",2,34,28,56,56,1.647058824,1.647058824,1.647058824,68,40/D,4.444444444,1.111111111,,2.8,1.15,,0.752923252,Cotton_Polyester,S/J,Bottom
Jiunn Long,01-06-2022  ,34 X 28,Main,"NB-Z4648[Black],PU-W052/MH00",PUMA BLACK-01  ,Black Color  ,2.80/1.15  ,56,220,29,0,0,0,29,,0,"40/D,100D/144F",2,34,28,56,56,1.647058824,1.647058824,1.647058824,68,40/D,4.444444444,1.111111111,,2.8,1.15,,0.752923252,Cotton_Polyester,S/J,Bottom
Jiunn Long,01-06-2022  ,30 X 24,Main,"GU-W30004,NB-S2803",WHITE  ,White Color  ,3.00/1.00  ,60,160,73,76,79,0,228,228,0,"40/1,20/D",2,30,24,60,60,2,2,2,60,40/1,14.765,2.222222222,,3,1,,1.280841737,Cotton_Elastan,LS/J,Body
Santoni,01-06-2022  ,34 X 28,Main,PU-E805/MP10,PUMA WHITE-01  ,White Color  ,2.65  ,76,145,105,83,92,0,280,280,0,150D/144F,1,34,28,76,76,2.235294118,2.235294118,2.235294118,68,150D/144F,1.666666667,,,2.65,,,0.487167717,Polyester,S/J,Top
Jiunn Long,01-06-2022  ,36 X 24,Main,"AU-I11H134594,NB-S2803","LIGHT, MEDIUM, DARK  ",Average Color  ,3.15/1.15  ,72,160,0,0,0.01,0,0.01,72.01,0,"34/1,20/D",2,36,24,72,72,2,2,2,72,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Body
Jiunn Long,01-06-2022  ,28 X 24,Sample Without Order,"NB-S2803,SS-S-AK-8511/22",GREY MARL  ,Melange  ,3.10/1.10  ,56,180,17,0,0,0,17,,0,"30/1,20/D",2,28,24,56,56,2,2,2,56,30/1,19.68666667,2.222222222,,3.1,1.1,,1.431279332,Cotton_Elastan,LS/J,Top
Jiunn Long,01-06-2022  ,28 X 24,Sample Without Order,"DEV-34716008,NB-S2803","HUNTER GREEN 47503, BERRY RED MSCC 21331 A, MEDIUM SEAFOAM MSCC 64449 A  ",Medium Color  ,3.10/1.05  ,56,160,0,10,14.5,0,24.5,,0,"34/1,20/D",2,28,24,56,56,2,2,2,56,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton,LS/J,Body
Jiunn Long,01-06-2022  ,28 X 24,Sample Without Order,"EF-16638,NB-FEB-22-Z3203","GREY, BLACK  ",Average Color  ,3.00/1.00  ,56,160,0,0,4.5,0,4.5,,0,"40/1,30/D",2,28,24,56,56,2,2,2,56,40/1,14.765,3.333333333,,3,1,,1.280841737,Cotton_Elastan,S/J,Bottom
Jiunn Long,01-06-2022  ,28 X 24,Sample Without Order,"DEV-34716008,NB-S2803","HYACYNTH MSNL 32145 A, ANTIQUE ROSE MSCC 47526 A, BRIGHT TURQUOISE MSCC 22289 A  ",Light Color  ,3.10/1.05  ,56,160,0,0,26,0,26,,0,"34/1,20/D",2,28,24,56,56,2,2,2,56,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton,LS/J,Body
Jiunn Long,01-06-2022  ,30 X 24,Sample Without Order,FB-29,BLACK [FBB BLACK]  ,Black Color  ,2.94  ,64,175,12,0,0,0,12,109,0,24/1,1,30,24,64,64,2.133333333,2.133333333,2.133333333,60,24/1,24.60833333,,,2.94,,,1.687305686,Cotton,S/J,Top
Jiunn Long,01-06-2022  ,30 X 24,Sample Without Order,29,"BLACK, DARK GREY 19-3803 TPG  ",Black Color  ,2.90  ,64,180,74,0,0,0,74,,0,24/1,1,30,24,64,64,2.133333333,2.133333333,2.133333333,60,24/1,24.60833333,,,2.9,,,1.710578868,Cotton,S/J,Top
Jiunn Long,01-06-2022  ,30 X 24,Sample Without Order,FB-29,"DESERT ROSE 16-1610 TCX, ULTRA BLUE[19-3951 TCX]  ",Medium Color  ,2.86  ,64,175,0,14,0,0,14,,0,24/1,1,30,24,64,64,2.133333333,2.133333333,2.133333333,60,24/1,24.60833333,,,2.86,,,1.734503048,Cotton,S/J,Top
Jiunn Long,01-06-2022  ,30 X 24,Sample Without Order,PU-27717014,DEEP NAVY/19  ,Dark Color  ,2.80  ,60,180,0,9,0,0,9,,0,27/1,1,30,24,60,60,2,2,2,60,27/1,21.87407407,,,2.8,,,1.67034741,Cotton,S/J,Body
Jiunn Long,01-06-2022  ,30 X 24,Sample Without Order,FB-691W,WHITE 11-0601 TCX  ,White Color  ,3.05  ,64,175,62,0,0,0,62,291.2,0,24/1,1,30,24,64,64,2.133333333,2.133333333,2.133333333,60,24/1,24.60833333,,,3.05,,,1.626452038,Cotton,S/J,Top
Jiunn Long,01-06-2022  ,30 X 24,Sample Without Order,FB-691W,"IVORY[11-0103 TCX], WHITE 11-0601 TCX  ",White Color  ,3.05  ,64,175,18,104,0,0,122,,0,24/1,1,30,24,64,64,2.133333333,2.133333333,2.133333333,60,24/1,24.60833333,,,3.05,,,1.626452038,Cotton,S/J,Top
Jiunn Long,01-06-2022  ,30 X 24,Sample Without Order,FB-691W,"IVORY 11-0701 TPG, BEIGE 14-1118 TPG, PINK 706 C  ",White Color  ,2.80  ,64,180,0,0,107.2,0,107.2,,2.8,24/1,1,30,24,64,64,2.133333333,2.133333333,2.133333333,60,24/1,24.60833333,,,2.8,,,1.77167097,Cotton,S/J,Top
Jiunn Long,01-06-2022  ,30 X 24,Other,"GU-L1811140006,NB-S2803",AVG  ,Average Color  ,3.00/1.00  ,60,160,76,88,99.2,0,263.2,263.2,0,"40/1,20/D",2,30,24,60,60,2,2,2,60,40/1,14.765,2.222222222,,3,1,,1.280841737,Cotton_Elastan,LS/J,Body
Jiunn Long,01-06-2022  ,38 X 24,Main,"MS-S4234-241C,NB-S2803",SOFT WHITE-81000  ,White Color  ,3.15/1.15  ,76,160,138,126,133,0,397,397,0,"34/1,20/D",2,38,24,76,76,2,2,2,76,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Top
Jiunn Long,01-06-2022  ,38 X 24,Main,MS-L1811132010,AOP ON BLACK  ,Black Color  ,2.88  ,78,140,134,140,52,0,326,326,0,32/1,1,38,24,78,78,2.052631579,2.052631579,2.052631579,76,32/1,18.45625,,,2.88,,,1.491692288,Cotton,S/J,Bottom
Jiunn Long,01-06-2022  ,40 X 18,Main,MS-13203,"DARK PINK MSCC 32728 A, BUBBLEGUM PINK MSNL 32031 A, GRASS MSCC 22832 A, HEATHER MSCC 32628 A  ",Light Color  ,2.64  ,76,225,0,0,65.3,0,65.3,455,0,28/1,1,40,18,76,76,1.9,1.9,1.9,80,28/1,21.09285714,,,2.64,,,1.7396576,Cotton,Rib,Rib
Jiunn Long,01-06-2022  ,40 X 18,Main,MS-13203,"DARK PINK MSCC 32728 A, BUBBLEGUM PINK MSNL 32031 A, HEATHER MSCC 32628 A, GRASS MSCC 22832 A  ",Light Color  ,2.64  ,76,225,147.3,151.7,90.7,0,389.7,,0,28/1,1,40,18,76,76,1.9,1.9,1.9,80,28/1,21.09285714,,,2.64,,,1.7396576,Cotton,Rib,Top
Jiunn Long,01-06-2022  ,28 X 24,Main,MGF-SS-8,PURE WHITE 00010  ,White Color  ,2.60/2.50  ,72,210,97,21,0,0,118,118,0,24/1,1,28,24,72,72,2.571428571,2.571428571,2.571428571,56,24/1,24.60833333,,,2.6,2.5,,1.907953353,Cotton,Pique,Top
Jiunn Long,01-06-2022  ,28 X 24,Sample Without Order,LR-695W,PEARL-12-1304 TCX  ,Light Color  ,2.65  ,56,160,0,16,0,0,16,124.5,0,30/1,1,28,24,56,56,2,2,2,56,30/1,19.68666667,,,2.65,,,1.674326766,Cotton,S/J,Top
Jiunn Long,01-06-2022  ,28 X 24,Sample Without Order,LR-695W,PEARL-12-1304 TCX  ,Light Color  ,2.65  ,56,160,0,32,0,0,32,,0,30/1,1,28,24,56,56,2,2,2,56,30/1,19.68666667,,,2.65,,,1.674326766,Cotton,S/J,Top
Jiunn Long,01-06-2022  ,28 X 24,Sample Without Order,LR-695W,CLOUD DANCER - 11-4201 TCX  ,White Color  ,2.65  ,56,160,0,0,16,0,16,,0,30/1,1,28,24,56,56,2,2,2,56,30/1,19.68666667,,,2.65,,,1.674326766,Cotton,S/J,Bottom
Jiunn Long,01-06-2022  ,28 X 24,Sample Without Order,AU-25,NAVY BLAZER-19-3923 TCX  ,Medium Color  ,2.70  ,56,160,0,0,16.5,0,16.5,,0,30/1,1,28,24,56,56,2,2,2,56,30/1,19.68666667,,,2.7,,,1.643320715,Cotton,S/J,Top
Jiunn Long,01-06-2022  ,28 X 24,Sample Without Order,MS-759,AOP ON HB 820  ,Melange  ,2.85  ,56,140,44,0,0,0,44,,0,30/1,1,28,24,56,56,2,2,2,56,30/1,19.68666667,,,2.85,,,1.556830151,Cotton,S/J,Body
Jiunn Long,01-06-2022  ,28 X 24,Main,ASL-SC31587,NAVY  ,Dark Color  ,2.40  ,65,170,21,0,0,0,21,118.02,0,150D/96F,1,28,24,65,65,2.321428571,2.321428571,2.321428571,56,150D/96F,1.666666667,,,2.4,,,0.537914354,Polyester,Pique,Body
Jiunn Long,01-06-2022  ,28 X 24,Main,ASL-SC31587,NAVY  ,Dark Color  ,2.40  ,65,170,0,39,58,0,97,,0,150D/96F,1,28,24,65,65,2.321428571,2.321428571,2.321428571,56,150D/96F,1.666666667,,,2.4,,,0.537914354,Polyester,Pique,Body
Jiunn Long,01-06-2022  ,28 X 24,Other,"GU-HSS-12850,NB-S2803",AVG  ,Average Color  ,3.15/1.05  ,54,200,0.01,0.01,0,0,0.02,,0,"30/1,20/D",2,28,24,54,54,1.928571429,1.928571429,1.928571429,56,30/1,19.68666667,2.222222222,,3.15,1.05,,1.408560613,Cotton_Elastan,LS/J,Body
Hangxing,01-06-2022  ,32 X 24,Main,"BF-1195103,BF-1195202,BF-1195303",DARK GREY  ,Wash  ,3.00/2.00  ,70,220,66.8,47.8,104.9,0,219.5,219.5,0,24/1,1,32,24,70,70,2.1875,2.1875,2.1875,64,24/1,24.60833333,,,3,2,,1.653559572,Cotton,Pique,Top
Hangxing,01-06-2022  ,34 X 24,Main,AU-323,AOP ON MARINE R 250  ,Dark Color  ,2.90  ,72,180,119.4,12,0,0,131.4,412.6,0,24/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,24/1,24.60833333,,,2.9,,,1.710578868,Cotton,S/J,Body
Hangxing,01-06-2022  ,34 X 24,Main,MS-984-F,AOP ON BTC 50  ,Average Color  ,2.95  ,74,140,0,92.1,146,0,238.1,,0,30/1,1,34,24,74,74,2.176470588,2.176470588,2.176470588,68,30/1,19.68666667,,,2.95,,,1.504056248,Polyester,S/J,Top
Hangxing,01-06-2022  ,34 X 24,Main,AU-323,ROSE CORAIL-COMBO 1  ,Light Color  ,2.85  ,72,180,43.1,0,0,0,43.1,,0,24/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,24/1,24.60833333,,,2.85,,,1.740589024,Cotton,S/J,Body
Hangxing,01-06-2022  ,34 X 24,Main,PU-21069,PUMA BLACK-01  ,Black Color  ,2.98  ,74,160,109.6,162,134.7,0,406.3,406.3,0,28/1,1,34,24,74,74,2.176470588,2.176470588,2.176470588,68,28/1,21.09285714,,,2.98,,,1.541173176,Cotton_Polyester,S/J,Top
Hangxing,01-06-2022  ,36 X 24,Main,PU-S-21068,"SPRING LAVENDER-01, LIGHT LIME-01, ROYAL SAPPHIRE-01  ",Medium Color  ,2.85  ,74,150,0.01,0,0,0,0.01,397.72,0,30/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,72,30/1,19.68666667,,,2.85,,,1.556830151,Cotton_Polyester,S/J,Top
Hangxing,01-06-2022  ,36 X 24,Main,PU-S-21068,"SPRING LAVENDER-01, LIGHT LIME-01, ROYAL SAPPHIRE-01, PUMA WHITE-01  ","White Color,Medium Color  ",2.85  ,74,150,118.11,125,154.6,0,397.71,,0,30/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,72,30/1,19.68666667,,,2.85,,,1.556830151,Cotton_Polyester,S/J,Top
Hangxing,01-06-2022  ,32 X 24,Main,"BF-1163203,BF-1163506,BF-1163603,BF-1195102,BF-1195201",DARK GREY  ,Wash  ,3.00/2.00  ,70,220,9,0,0,0,9,280.4,0,24/1,1,32,24,70,70,2.1875,2.1875,2.1875,64,24/1,24.60833333,,,3,2,,1.653559572,Cotton,Pique,Top
Hangxing,01-06-2022  ,32 X 24,Main,"BF-1163102,BF-1195202,BF-1195304",DARK GREY  ,Wash  ,3.00/2.00  ,70,220,73.1,84,114.3,0,271.4,,0,24/1,1,32,24,70,70,2.1875,2.1875,2.1875,64,24/1,24.60833333,,,3,2,,1.653559572,Cotton,Pique,Top
Hangxing,01-06-2022  ,38 X 24,Main,MS-759,AOP ON HB820  ,Melange  ,2.90  ,80,140,137.3,130,130.1,0,397.4,397.4,0,30/1,1,38,24,80,80,2.105263158,2.105263158,2.105263158,76,30/1,19.68666667,,,2.9,,,1.529988252,Cotton,S/J,Bottom
Hangxing,01-06-2022  ,32 X 24,Main,"BF-1195103,BF-1195202,BF-1195303",DARK GREY  ,Wash  ,3.00/2.00  ,70,220,86.1,105,108.2,0,299.3,299.3,0,24/1,1,32,24,70,70,2.1875,2.1875,2.1875,64,24/1,24.60833333,,,3,2,,1.653559572,Cotton,Pique,Top
Hangxing,01-06-2022  ,38 X 24,Main,"AU-100,NB-S2803","GRIS CHINE3-COMBO 10-C [PACKAGE-4] THERMAX REF: DX 104, GRIS CHINE3-COMBO 6-C [PACKAGE-5] THERMAX REF: DX 104  ",Melange  ,3.10/1.10  ,76,180,20,20,28,0,68,68,0,"30/1,20/D",2,38,24,76,76,2,2,2,76,30/1,19.68666667,2.222222222,,3.1,1.1,,1.431279332,Cotton_Elastan,LS/J,Body
Hangxing,01-06-2022  ,34 X 24,Main,SC-806W,PURPLE  ,Dark Color  ,2.85  ,72,140,108.7,105.5,126.3,0,340.5,340.5,0,32/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,32/1,18.45625,,,2.85,,,1.507394312,Cotton,S/J,Top
Hangxing,01-06-2022  ,36 X 24,Main,SC-2305,ATHLETIC GREY  ,Melange  ,2.85  ,72,140,101,133.5,88.1,0,322.6,322.6,0,32/1,1,36,24,72,72,2,2,2,72,32/1,18.45625,,,2.85,,,1.507394312,Cotton_Viscose,S/J,Body
Hangxing,01-06-2022  ,36 X 24,Main,SC-206,BLACK  ,Black Color  ,2.90  ,74,140,135.2,137.8,57.5,0,330.5,330.5,0,32/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,72,32/1,18.45625,,,2.9,,,1.481404755,Cotton,S/J,Top
Hangxing,01-06-2022  ,38 X 24,Main,MS-1274,AOP ON BC 05  ,Melange  ,2.95  ,80,140,58,42.5,123.3,0,223.8,223.8,0,30/1,1,38,24,80,80,2.105263158,2.105263158,2.105263158,76,30/1,19.68666667,,,2.95,,,1.504056248,Cotton_Viscose,S/J,Bottom
Hangxing,01-06-2022  ,34 X 24,Main,SC-206,TRUE NAVY  ,Dark Color  ,2.85  ,72,140,151.9,88.4,139.6,0,379.9,379.9,0,32/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,32/1,18.45625,,,2.85,,,1.507394312,Cotton,S/J,Body
Hangxing,01-06-2022  ,36 X 24,Main,SC-53822KWC,BLACK  ,Black Color  ,2.90  ,74,140,140.7,0.01,75.8,0,216.51,216.51,0,32/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,72,32/1,18.45625,,,2.9,,,1.481404755,Cotton,S/J,Top
Hangxing,01-06-2022  ,34 X 24,Main,SC-206,TRUE NAVY  ,Dark Color  ,2.85  ,72,140,139.8,127.2,172.2,0,439.2,439.2,0,32/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,32/1,18.45625,,,2.85,,,1.507394312,Cotton,S/J,Body
Hangxing,01-06-2022  ,38 X 24,Main,"MS-2227040501,MS-2227670402,NB-JAN-22-Z2620",CERISE 32728 OCEAN 47289  ,Wash  ,3.10/1.05  ,76,160,73.2,77,33,0,183.2,183.2,19.6,"34/1,20/D",2,38,24,76,76,2,2,2,76,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton,LS/J,Top
Hangxing,01-06-2022  ,34 X 18,Main,"NB-S2803,TOR-99,TOR-NB60504",BLACK MARLE 3442  ,Melange  ,17.00/15.00/0.7  ,60,320,16,32.4,31.6,0,80,80,0,"34/1,20/D,50D/36F",3,34,18,60,60,1.764705882,1.764705882,1.764705882,68,34/1,17.37058824,2.222222222,5.555555556,17,15,0.7,0.245164927,Cotton_Polyester,Interlock,Body
Hangxing,01-06-2022  ,34 X 18,Main,"NB-S2803,TOR-99,TOR-NB60504",BLACK MARLE 3442  ,Melange  ,17.00/15.00/0.7  ,60,320,0.01,13.6,25.4,0,39.01,39.01,0,"34/1,20/D,50D/36F",3,34,18,60,60,1.764705882,1.764705882,1.764705882,68,34/1,17.37058824,2.222222222,5.555555556,17,15,0.7,0.245164927,Cotton_Polyester,Interlock,Body
Hangxing,01-06-2022  ,34 X 18,Main,"NB-S2803,TOR-99,TOR-SD005",BLACK MARLE 3442  ,Melange  ,17.00/15.00/0.7  ,60,320,34.1,13,29.9,0,77,77,0,"34/1,20/D,50D/36F",3,34,18,60,60,1.764705882,1.764705882,1.764705882,68,34/1,17.37058824,2.222222222,5.555555556,17,15,0.7,0.245164927,Cotton_Polyester,Interlock,Body
Hangxing,01-06-2022  ,34 X 18,Main,"NB-S2803,TOR-99,TOR-NB60504",BLACK MARLE 3442  ,Melange  ,17.00/15.00/0.7  ,60,320,19,9.1,31.1,0,59.2,59.2,0,"34/1,20/D,50D/36F",3,34,18,60,60,1.764705882,1.764705882,1.764705882,68,34/1,17.37058824,2.222222222,5.555555556,17,15,0.7,0.245164927,Cotton_Polyester,Interlock,Body
Hangxing,01-06-2022  ,32 X 24,Main,"BF-1163603,BF-1195102,BF-1195202,BF-1195302",DARK GREY  ,Wash  ,3.00/2.00  ,70,220,88.2,77.6,105.2,0,271,271,0,24/1,1,32,24,70,70,2.1875,2.1875,2.1875,64,24/1,24.60833333,,,3,2,,1.653559572,Cotton,Pique,Top
Hangxing,01-06-2022  ,36 X 24,Main,PU-J9066AE,MEDIUM GRAY HEATHER-01  ,Melange  ,2.85  ,74,160,0.01,0.01,113.6,0,113.62,113.62,0,28/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,72,28/1,21.09285714,,,2.85,,,1.611472303,Cotton,S/J,Top
Hangxing,01-06-2022  ,34 X 24,Main,"MS-1173101,MS-1181101,MS-1181201,NB-JAN-22-Z2620",BLACK 10005 SOFT WHITE 81000 STRIPE Y/D  ,Wash  ,3.10/1.05  ,72,160,38.6,0.01,61.2,0,99.81,99.81,0,"34/1,20/D",2,34,24,72,72,2.117647059,2.117647059,2.117647059,68,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton_Elastan,LS/J,Top
Hangxing,01-06-2022  ,36 X 24,Main,"BF-1163302,BF-1163402,BF-1163502",DARK GREY  ,Wash  ,3.00/2.00  ,78,220,112.6,80,110.3,0,302.9,302.9,0,24/1,1,36,24,78,78,2.166666667,2.166666667,2.166666667,72,24/1,24.60833333,,,3,2,,1.653559572,Cotton,Pique,Top
Fukuhara,02-06-2022  ,3 X 16,Partial,LR-676W,SCOURING FOR GMTS DYE  ,Average Color  ,4.4  ,1.5,180,11.5,0,0,0,11.5,116.6,0,24/1,1,3,16,1.5,1.5,0,0,0,9,24/1,24.60833333,,,4.4,,,1.127426981,Cotton,other,other
Fukuhara,02-06-2022  ,52 X 14,Main,MGF-63,CHARCOAL HEATHER - 00009  ,Wash  ,4.75  ,52,700,29.6,0,0,0,29.6,,0,24/1,1,52,14,52,52,1,1,1,156,24/1,24.60833333,,,4.75,,,1.044353414,Cotton,Rib,Rib
Fukuhara,02-06-2022  ,52 X 14,Main,BF-22-12463,RIBBON RED[19-1663 TCX]; 5MM TIPPING-WHITE  ,Wash  ,4.70  ,52,700,75.5,0,0,0,75.5,,0,24/1,1,52,14,52,52,1,1,1,156,24/1,24.60833333,,,4.7,,,1.055463557,Cotton,other,Rib
Fukuhara,02-06-2022  ,32 X 24,Main,GU-L1811132018,09 BLACK  ,Black Color  ,2.90  ,66,140,192.5,161.8,195.3,0,549.6,549.6,0,32/1,1,32,24,66,66,2.0625,2.0625,2.0625,102,32/1,18.45625,,,2.9,,,1.481404755,Cotton,S/J,Body
Fukuhara,02-06-2022  ,32 X 24,Main,"MS-13083327,NB-Z3204",NAVY  ,Dark Color  ,3.10/1.35/1.10  ,72,230,111.5,94.8,119.9,0,326.2,326.2,0,"30/1,30/D",2,32,24,72,72,2.25,2.25,2.25,96,30/1,19.68666667,3.333333333,,3.1,1.35,1.1,1.431279332,Cotton_Elastan,Fleece_terry,Bottom
Fukuhara,02-06-2022  ,32 X 24,Main,GU-L1811132018,09 BLACK  ,Black Color  ,2.90  ,66,140,193.5,151.6,190.5,0,535.6,535.6,0,32/1,1,32,24,66,66,2.0625,2.0625,2.0625,102,32/1,18.45625,,,2.9,,,1.481404755,Cotton,S/J,Body
Fukuhara,02-06-2022  ,32 X 24,Main,GU-667W,00 WHITE  ,White Color  ,2.95  ,66,140,188.2,140.6,182.7,0,511.5,511.5,0,30/1,1,32,24,66,66,2.0625,2.0625,2.0625,102,30/1,19.68666667,,,2.95,,,1.504056248,Cotton,S/J,Body
Fukuhara,02-06-2022  ,34 X 24,Main,MS-L2811130034,HOT PINK  ,Light Color  ,2.85  ,70,140,200,165.4,195.5,0,560.9,560.9,0,30/1,1,34,24,70,70,2.058823529,2.058823529,2.058823529,108,30/1,19.68666667,,,2.85,,,1.556830151,Cotton,S/J,Top
Fukuhara,02-06-2022  ,30 X 24,Other,"GU-W30004,NB-S2803",WHITE  ,White Color  ,3.00/1.00  ,60,160,97.7,96,99.2,0,292.9,292.9,0,"40/1,20/D",2,30,24,60,60,2,2,2,96,40/1,14.765,2.222222222,,3,1,,1.280841737,Cotton_Elastan,LS/J,Body
